,Organism,Protein Length
683,Organism6,132
684,Organism6,771
685,Organism6,604
686,Organism6,292
687,Organism6,317
688,Organism6,1849
689,Organism6,732
690,Organism6,1013
691,Organism6,376
692,Organism6,280
693,Organism6,46
694,Organism6,290
695,Organism6,258
696,Organism6,1127
697,Organism6,341
698,Organism6,67
699,Organism6,104
700,Organism6,161
701,Organism6,237
702,Organism6,225
703,Organism6,3167
704,Organism6,348
705,Organism6,268
706,Organism6,830
707,Organism6,178
708,Organism6,711
709,Organism6,323
710,Organism6,270
711,Organism6,1045
712,Organism6,271
713,Organism6,406
714,Organism6,319
715,Organism6,2645
716,Organism6,2432
717,Organism6,631
718,Organism6,201
719,Organism6,264
720,Organism6,310
721,Organism6,813
722,Organism6,191
723,Organism6,2576
724,Organism6,946
725,Organism6,207
726,Organism6,513
727,Organism6,717
728,Organism6,206
729,Organism6,923
730,Organism6,700
731,Organism6,1244
732,Organism6,140
733,Organism6,1442
734,Organism6,3605
735,Organism6,291
736,Organism6,176
737,Organism6,632
738,Organism6,217
739,Organism6,1142
740,Organism6,1319
741,Organism6,2024
742,Organism6,437
743,Organism6,4648
744,Organism6,189
745,Organism6,2115
746,Organism6,644
747,Organism6,378
748,Organism6,255
749,Organism6,731
750,Organism6,485
751,Organism6,626
752,Organism6,700
753,Organism6,818
754,Organism6,224
755,Organism6,625
756,Organism6,248
757,Organism6,910
758,Organism6,870
759,Organism6,1056
760,Organism6,563
761,Organism6,205
762,Organism6,164
763,Organism6,860
764,Organism6,971
765,Organism6,3030
766,Organism6,552
767,Organism6,1279
768,Organism6,132
769,Organism6,1069
770,Organism6,273
771,Organism6,4646
772,Organism6,620
773,Organism6,236
774,Organism6,502
775,Organism6,149
776,Organism6,124
777,Organism6,384
778,Organism6,164
779,Organism6,1148
780,Organism6,1212
781,Organism6,483
782,Organism6,2774
783,Organism6,1164
784,Organism6,233
785,Organism6,437
786,Organism6,186
787,Organism6,1047
788,Organism6,330
789,Organism6,434
790,Organism6,980
791,Organism6,148
792,Organism6,94
793,Organism6,116
794,Organism6,437
795,Organism6,200
796,Organism6,1042
797,Organism6,366
798,Organism6,3320
799,Organism6,845
800,Organism6,326
801,Organism6,205
802,Organism6,275
803,Organism6,280
804,Organism6,109
805,Organism6,295
806,Organism6,189
807,Organism6,358
808,Organism6,721
809,Organism6,678
810,Organism6,209
811,Organism6,2452
812,Organism6,446
813,Organism6,579
814,Organism6,520
815,Organism6,231
816,Organism6,188
817,Organism6,1003
818,Organism6,1122
819,Organism6,449
820,Organism6,237
821,Organism6,147
822,Organism6,108
823,Organism6,151
824,Organism6,206
825,Organism6,309
826,Organism6,1552
827,Organism6,328
828,Organism6,381
829,Organism6,1038
830,Organism6,81
831,Organism6,422
832,Organism6,355
833,Organism6,126
834,Organism6,627
835,Organism6,1374
836,Organism6,430
837,Organism6,70
838,Organism6,682
839,Organism6,148
840,Organism6,1039
841,Organism6,310
842,Organism6,276
843,Organism6,235
844,Organism6,1644
845,Organism6,181
846,Organism6,272
847,Organism6,345
848,Organism6,381
849,Organism6,903
850,Organism6,1868
851,Organism6,1171
852,Organism6,317
853,Organism6,1340
854,Organism6,1374
855,Organism6,304
856,Organism6,332
857,Organism6,2654
858,Organism6,585
859,Organism6,437
860,Organism6,571
861,Organism6,1271
862,Organism6,987
863,Organism6,199
864,Organism6,719
865,Organism6,774
866,Organism6,462
867,Organism6,363
868,Organism6,381
869,Organism6,207
870,Organism6,1417
871,Organism6,268
872,Organism6,1408
873,Organism6,225
874,Organism6,106
875,Organism6,341
876,Organism6,1904
877,Organism6,585
878,Organism6,2243
879,Organism6,155
880,Organism6,1202
881,Organism6,367
882,Organism6,9966
883,Organism6,371
884,Organism6,217
885,Organism6,340
886,Organism6,265
887,Organism6,825
888,Organism6,326
889,Organism6,145
890,Organism6,228
891,Organism6,489
892,Organism6,162
893,Organism6,715
894,Organism6,1148
895,Organism6,1324
896,Organism6,709
897,Organism6,630
898,Organism6,214
899,Organism6,164
900,Organism6,6496
901,Organism6,589
902,Organism6,748
903,Organism6,742
904,Organism6,502
905,Organism6,445
906,Organism6,495
907,Organism6,544
908,Organism6,342
909,Organism6,1191
910,Organism6,242
911,Organism6,138
912,Organism6,1472
913,Organism6,325
914,Organism6,177
915,Organism6,184
916,Organism6,416
917,Organism6,886
918,Organism6,59
919,Organism6,87
920,Organism6,771
921,Organism6,109
922,Organism6,2579
923,Organism6,264
924,Organism6,165
925,Organism6,769
926,Organism6,112
927,Organism6,655
928,Organism6,2927
929,Organism6,83
930,Organism6,410
931,Organism6,1138
932,Organism6,101
933,Organism6,324
934,Organism6,141
935,Organism6,441
936,Organism6,298
937,Organism6,620
938,Organism6,371
939,Organism6,352
940,Organism6,302
941,Organism6,210
942,Organism6,2032
943,Organism6,81
944,Organism6,1585
945,Organism6,381
946,Organism6,3415
947,Organism6,248
948,Organism6,662
949,Organism6,171
950,Organism6,3080
951,Organism6,2243
952,Organism6,3490
953,Organism6,209
954,Organism6,249
955,Organism6,326
956,Organism6,211
957,Organism6,796
958,Organism6,1333
959,Organism6,207
960,Organism6,2542
961,Organism6,1531
962,Organism6,181
963,Organism6,1082
964,Organism6,1864
965,Organism6,1852
966,Organism6,326
967,Organism6,248
968,Organism6,149
969,Organism6,477
970,Organism6,138
971,Organism6,699
972,Organism6,856
973,Organism6,1937
974,Organism6,372
975,Organism6,504
976,Organism6,187
977,Organism6,289
978,Organism6,977
979,Organism6,351
980,Organism6,825
981,Organism6,245
982,Organism6,229
983,Organism6,1950
984,Organism6,1266
985,Organism6,692
986,Organism6,49
987,Organism6,110
988,Organism6,1335
989,Organism6,563
990,Organism6,569
991,Organism6,732
992,Organism6,521
993,Organism6,479
994,Organism6,1657
995,Organism6,641
996,Organism6,171
997,Organism6,914
998,Organism6,127
999,Organism6,1845
1000,Organism6,537
1001,Organism6,2044
1002,Organism6,2467
1003,Organism6,1554
1004,Organism6,899
1005,Organism6,314
1006,Organism6,316
1007,Organism6,87
1008,Organism6,153
1009,Organism6,595
1010,Organism6,185
1011,Organism6,200
1012,Organism6,206
1013,Organism6,706
1014,Organism6,369
1015,Organism6,57
1016,Organism6,293
1017,Organism6,204
1018,Organism6,452
1019,Organism6,487
1020,Organism6,118
1021,Organism6,1397
1022,Organism6,484
1023,Organism6,313
1024,Organism6,1700
1025,Organism6,370
1026,Organism6,535
1027,Organism6,419
1028,Organism6,122
1029,Organism6,1627
1030,Organism6,300
1031,Organism6,1436
1032,Organism6,181
1033,Organism6,667
1034,Organism6,1243
1035,Organism6,228
1036,Organism6,840
1037,Organism6,797
1038,Organism6,58
1039,Organism6,359
1040,Organism6,1294
1041,Organism6,421
1042,Organism6,263
1043,Organism6,2572
1044,Organism6,185
1045,Organism6,65
1046,Organism6,675
1047,Organism6,425
1048,Organism6,867
1049,Organism6,363
1050,Organism6,312
1051,Organism6,235
1052,Organism6,1004
1053,Organism6,143
1054,Organism6,907
1055,Organism6,348
1056,Organism6,405
1057,Organism6,233
1058,Organism6,1299
1059,Organism6,1191
1060,Organism6,439
1061,Organism6,906
1062,Organism6,611
1063,Organism6,2693
1064,Organism6,1906
1065,Organism6,1162
1066,Organism6,382
1067,Organism6,3134
1068,Organism6,170
1069,Organism6,966
1070,Organism6,1622
1071,Organism6,83
1072,Organism6,278
1073,Organism6,703
1074,Organism6,572
1075,Organism6,147
1076,Organism6,1156
1077,Organism6,331
1078,Organism6,102
1079,Organism6,443
1080,Organism6,102
1081,Organism6,759
1082,Organism6,2481
1083,Organism6,316
1084,Organism6,405
1085,Organism6,2850
1086,Organism6,164
1087,Organism6,513
1088,Organism6,315
1089,Organism6,433
1090,Organism6,160
1091,Organism6,108
1092,Organism6,21
1093,Organism6,44
1094,Organism6,460
1095,Organism6,271
1096,Organism6,830
1097,Organism6,199
1098,Organism6,151
1099,Organism6,99
1100,Organism6,217
1101,Organism6,1570
1102,Organism6,77
1103,Organism6,506
1104,Organism6,472
1105,Organism6,760
1106,Organism6,179
1107,Organism6,311
1108,Organism6,793
1109,Organism6,393
1110,Organism6,66
1111,Organism6,90
1112,Organism6,490
1113,Organism6,1193
1114,Organism6,828
1115,Organism6,693
1116,Organism6,155
1117,Organism6,1463
1118,Organism6,634
1119,Organism6,2949
1120,Organism6,765
1121,Organism6,295
1122,Organism6,575
1123,Organism6,77
1124,Organism6,437
1125,Organism6,207
1126,Organism6,664
1127,Organism6,1104
1128,Organism6,746
1129,Organism6,545
1130,Organism6,798
1131,Organism6,92
1132,Organism6,138
1133,Organism6,218
1134,Organism6,1009
1135,Organism6,365
1136,Organism6,993
1137,Organism6,160
1138,Organism6,93
1139,Organism6,130
1140,Organism6,613
1141,Organism6,6109
1142,Organism6,289
1143,Organism6,215
1144,Organism6,243
1145,Organism6,333
1146,Organism6,452
1147,Organism6,1091
1148,Organism6,1427
1149,Organism6,952
1150,Organism6,832
1151,Organism6,568
1152,Organism6,831
1153,Organism6,1185
1154,Organism6,65
1155,Organism6,51
1156,Organism6,2520
1157,Organism6,230
1158,Organism6,3096
1159,Organism6,418
1160,Organism6,353
1161,Organism6,413
1162,Organism6,1513
1163,Organism6,409
1164,Organism6,263
1165,Organism6,376
1166,Organism6,615
1167,Organism6,513
1168,Organism6,191
1169,Organism6,1637
1170,Organism6,566
1171,Organism6,216
1172,Organism6,162
1173,Organism6,385
1174,Organism6,363
1175,Organism6,386
1176,Organism6,946
1177,Organism6,353
1178,Organism6,462
1179,Organism6,175
1180,Organism6,1972
1181,Organism6,221
1182,Organism6,903
1183,Organism6,297
1184,Organism6,177
1185,Organism6,410
1186,Organism6,1240
1187,Organism6,1218
1188,Organism6,265
1189,Organism6,994
1190,Organism6,181
1191,Organism6,1605
1192,Organism6,1711
1193,Organism6,383
1194,Organism6,151
1195,Organism6,500
1196,Organism6,487
1197,Organism6,256
1198,Organism6,2018
1199,Organism6,1154
1200,Organism6,383
1201,Organism6,962
1202,Organism6,464
1203,Organism6,4226
1204,Organism6,213
1205,Organism6,735
1206,Organism6,262
1207,Organism6,450
1208,Organism6,905
1209,Organism6,258
1210,Organism6,291
1211,Organism6,306
1212,Organism6,44
1213,Organism6,280
1214,Organism6,485
1215,Organism6,1386
1216,Organism6,314
1217,Organism6,790
1218,Organism6,63
1219,Organism6,569
1220,Organism6,390
1221,Organism6,213
1222,Organism6,213
1223,Organism6,515
1224,Organism6,453
1225,Organism6,261
1226,Organism6,249
1227,Organism6,288
1228,Organism6,552
1229,Organism6,201
1230,Organism6,1800
1231,Organism6,100
1232,Organism6,496
1233,Organism6,827
1234,Organism6,359
1235,Organism6,1859
1236,Organism6,3067
1237,Organism6,199
1238,Organism6,2150
1239,Organism6,92
1240,Organism6,893
1241,Organism6,179
1242,Organism6,446
1243,Organism6,551
1244,Organism6,256
1245,Organism6,694
1246,Organism6,823
1247,Organism6,337
1248,Organism6,33
1249,Organism6,157
1250,Organism6,576
1251,Organism6,168
1252,Organism6,322
1253,Organism6,154
1254,Organism6,1349
1255,Organism6,709
1256,Organism6,3079
1257,Organism6,400
1258,Organism6,2967
1259,Organism6,194
1260,Organism6,2113
1261,Organism6,990
1262,Organism6,119
1263,Organism6,1010
1264,Organism6,280
1265,Organism6,202
1266,Organism6,196
1267,Organism6,2743
1268,Organism6,899
1269,Organism6,268
1270,Organism6,522
1271,Organism6,156
1272,Organism6,1505
1273,Organism6,151
1274,Organism6,81
1275,Organism6,3312
1276,Organism6,1657
1277,Organism6,666
1278,Organism6,537
1279,Organism6,521
1280,Organism6,1005
1281,Organism6,139
1282,Organism6,858
1283,Organism6,353
1284,Organism6,122
1285,Organism6,818
1286,Organism6,2927
1287,Organism6,1061
1288,Organism6,104
1289,Organism6,251
1290,Organism6,1874
1291,Organism6,717
1292,Organism6,589
1293,Organism6,261
1294,Organism6,197
1295,Organism6,368
1296,Organism6,1067
1297,Organism6,569
1298,Organism6,205
1299,Organism6,1653
1300,Organism6,215
1301,Organism6,557
1302,Organism6,164
1303,Organism6,458
1304,Organism6,157
1305,Organism6,163
1306,Organism6,811
1307,Organism6,385
1308,Organism6,1076
1309,Organism6,160
1310,Organism6,133
1311,Organism6,278
1312,Organism6,148
1313,Organism6,419
1314,Organism6,227
1315,Organism6,205
1316,Organism6,83
1317,Organism6,209
1318,Organism6,809
1319,Organism6,669
1320,Organism6,376
1321,Organism6,556
1322,Organism6,2187
1323,Organism6,983
1324,Organism6,631
1325,Organism6,1908
1326,Organism6,174
1327,Organism6,1145
1328,Organism6,1115
1329,Organism6,340
1330,Organism6,611
1331,Organism6,164
1332,Organism6,192
1333,Organism6,239
1334,Organism6,1226
1335,Organism6,246
1336,Organism6,333
1337,Organism6,236
1338,Organism6,489
1339,Organism6,205
1340,Organism6,1087
1341,Organism6,80
1342,Organism6,421
1343,Organism6,317
1344,Organism6,177
1345,Organism6,170
1346,Organism6,604
1347,Organism6,765
1348,Organism6,700
1349,Organism6,387
1350,Organism6,189
1351,Organism6,1140
1352,Organism6,735
1353,Organism6,440
1354,Organism6,323
1355,Organism6,1446
1356,Organism6,779
1357,Organism6,127
1358,Organism6,2605
1359,Organism6,307
1360,Organism6,527
1361,Organism6,334
1362,Organism6,390
1363,Organism6,415
1364,Organism6,698
1365,Organism6,252
1366,Organism6,429
1367,Organism6,610
1368,Organism6,374
1369,Organism6,442
1370,Organism6,578
1371,Organism6,255
1372,Organism6,130
1373,Organism6,119
1374,Organism6,2610
1375,Organism6,189
1376,Organism6,219
1377,Organism6,290
1378,Organism6,208
1379,Organism6,1186
1380,Organism6,428
1381,Organism6,178
1382,Organism6,1611
1383,Organism6,1302
1384,Organism6,375
1385,Organism6,374
1386,Organism6,1042
1387,Organism6,683
1388,Organism6,1208
1389,Organism6,1330
1390,Organism6,322
1391,Organism6,222
1392,Organism6,2339
1393,Organism6,365
1394,Organism6,503
1395,Organism6,192
1396,Organism6,218
1397,Organism6,647
1398,Organism6,5431
1399,Organism6,862
1400,Organism6,608
1401,Organism6,167
1402,Organism6,119
1403,Organism6,624
1404,Organism6,285
1405,Organism6,281
1406,Organism6,292
1407,Organism6,227
1408,Organism6,723
1409,Organism6,2255
1410,Organism6,121
1411,Organism6,294
1412,Organism6,186
1413,Organism6,839
1414,Organism6,1140
1415,Organism6,260
1416,Organism6,167
1417,Organism6,170
1418,Organism6,453
1419,Organism6,266
1420,Organism6,164
1421,Organism6,906
1422,Organism6,207
1423,Organism6,278
1424,Organism6,537
1425,Organism6,2819
1426,Organism6,1616
1427,Organism6,284
1428,Organism6,258
1429,Organism6,189
1430,Organism6,91
1431,Organism6,835
1432,Organism6,1466
1433,Organism6,561
1434,Organism6,87
1435,Organism6,305
1436,Organism6,794
1437,Organism6,465
1438,Organism6,301
1439,Organism6,93
1440,Organism6,375
1441,Organism6,429
1442,Organism6,593
1443,Organism6,1024
1444,Organism6,440
1445,Organism6,2127
1446,Organism6,203
1447,Organism6,268
1448,Organism6,1320
1449,Organism6,344
1450,Organism6,163
1451,Organism6,196
1452,Organism6,415
1453,Organism6,236
1454,Organism6,454
1455,Organism6,475
1456,Organism6,710
1457,Organism6,191
1458,Organism6,103
1459,Organism6,85
1460,Organism6,247
1461,Organism6,811
1462,Organism6,158
1463,Organism6,1326
1464,Organism6,1534
1465,Organism6,1438
1466,Organism6,301
1467,Organism6,928
1468,Organism6,84
1469,Organism6,1774
1470,Organism6,4162
1471,Organism6,256
1472,Organism6,440
1473,Organism6,171
1474,Organism6,100
1475,Organism6,107
1476,Organism6,432
1477,Organism6,1718
1478,Organism6,366
1479,Organism6,72
1480,Organism6,363
1481,Organism6,157
1482,Organism6,2471
1483,Organism6,206
1484,Organism6,702
1485,Organism6,347
1486,Organism6,4993
1487,Organism6,337
1488,Organism6,265
1489,Organism6,1318
1490,Organism6,309
1491,Organism6,1670
1492,Organism6,344
1493,Organism6,353
1494,Organism6,442
1495,Organism6,258
1496,Organism6,95
1497,Organism6,1416
1498,Organism6,111
1499,Organism6,593
1500,Organism6,534
1501,Organism6,307
1502,Organism6,234
1503,Organism6,623
1504,Organism6,1552
1505,Organism6,1377
1506,Organism6,383
1507,Organism6,242
1508,Organism6,168
1509,Organism6,602
1510,Organism6,1422
1511,Organism6,1077
1512,Organism6,183
1513,Organism6,290
1514,Organism6,951
1515,Organism6,858
1516,Organism6,983
1517,Organism6,740
1518,Organism6,732
1519,Organism6,300
1520,Organism6,227
1521,Organism6,192
1522,Organism6,254
1523,Organism6,443
1524,Organism6,275
1525,Organism6,170
1526,Organism6,156
1527,Organism6,786
1528,Organism6,852
1529,Organism6,194
1530,Organism6,3380
1531,Organism6,600
1532,Organism6,268
1533,Organism6,1787
1534,Organism6,304
1535,Organism6,242
1536,Organism6,228
1537,Organism6,4452
1538,Organism6,201
1539,Organism6,187
1540,Organism6,584
1541,Organism6,121
1542,Organism6,276
1543,Organism6,580
1544,Organism6,1150
1545,Organism6,1413
1546,Organism6,302
1547,Organism6,283
1548,Organism6,96
1549,Organism6,98
1550,Organism6,216
1551,Organism6,142
1552,Organism6,430
1553,Organism6,725
1554,Organism6,1515
1555,Organism6,1514
1556,Organism6,124
1557,Organism6,881
1558,Organism6,425
1559,Organism6,918
1560,Organism6,383
1561,Organism6,2533
1562,Organism6,285
1563,Organism6,1023
1564,Organism6,1918
1565,Organism6,1068
1566,Organism6,190
1567,Organism6,346
1568,Organism6,250
1569,Organism6,611
1570,Organism6,275
1571,Organism6,295
1572,Organism6,1341
1573,Organism6,264
1574,Organism6,1439
1575,Organism6,1347
1576,Organism6,1026
1577,Organism6,145
1578,Organism6,374
1579,Organism6,679
1580,Organism6,350
1581,Organism6,2044
1582,Organism6,209
1583,Organism6,564
1584,Organism6,728
1585,Organism6,689
1586,Organism6,1193
1587,Organism6,557
1588,Organism6,264
1589,Organism6,551
1590,Organism6,398
1591,Organism6,228
1592,Organism6,194
1593,Organism6,661
1594,Organism6,117
1595,Organism6,104
1596,Organism6,1140
1597,Organism6,274
1598,Organism6,59
1599,Organism6,445
1600,Organism6,807
1601,Organism6,479
1602,Organism6,189
1603,Organism6,2701
1604,Organism6,941
1605,Organism6,161
1606,Organism6,202
1607,Organism6,532
1608,Organism6,442
1609,Organism6,280
1610,Organism6,324
1611,Organism6,821
1612,Organism6,343
1613,Organism6,299
1614,Organism6,2973
1615,Organism6,881
1616,Organism6,190
1617,Organism6,467
1618,Organism6,674
1619,Organism6,218
1620,Organism6,470
1621,Organism6,478
1622,Organism6,330
1623,Organism6,326
1624,Organism6,411
1625,Organism6,215
1626,Organism6,48
1627,Organism6,1906
1628,Organism6,187
1629,Organism6,2185
1630,Organism6,252
1631,Organism6,1538
1632,Organism6,1308
1633,Organism6,325
1634,Organism6,153
1635,Organism6,524
1636,Organism6,212
1637,Organism6,2211
1638,Organism6,342
1639,Organism6,224
1640,Organism6,386
1641,Organism6,2696
1642,Organism6,246
1643,Organism6,1222
1644,Organism6,2833
1645,Organism6,596
1646,Organism6,44
